text,edge,slot,intent
show me the flights from love field to any other airport,show me the flights from love field to any other airport,O O O O O B-fromloc.airport_name I-fromloc.airport_name O O O O,atis_flight
find a flight from charlotte to las vegas that stop in st. louis that serve dinner and i want to find the airline for this flight,find a flight from charlotte to las vegas that stop in st. louis that serve dinner and i want to find the airline for this flight,O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O B-stoploc.city_name I-stoploc.city_name O O B-meal_description O O O O O O O O O O,atis_flight
list all flights from washington dc to tampa florida,list all flights from washington dc to tampa florida,O O O O B-fromloc.city_name B-fromloc.state_code O B-toloc.city_name B-toloc.state_name,atis_flight
can you tell me the cheapest one way fare from boston to san francisco,can you tell me the cheapest one way fare from boston to san francisco,O O O O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_airfare
what airlines are there,what airlines are there,O O O O,atis_airline
i would like a flight between denver and san francisco leaving from denver in the afternoon and arriving at 5 pm it must be a nonstop flight,i would like a flight between denver and san francisco leaving from denver in the afternoon and arriving at 5 pm it must be a nonstop flight,O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-fromloc.city_name O O B-depart_time.period_of_day O O O B-arrive_time.time I-arrive_time.time O O O O B-flight_stop O,atis_flight
is there an airline that advertises having more flights than any other airline,is there an airline that advertises having more flights than any other airline,O O O O O O O B-mod O O O O O,atis_airline
phoenix to denver,phoenix to denver,B-fromloc.city_name O B-toloc.city_name,atis_flight
what is the lowest fare from denver to atlanta,what is the lowest fare from denver to atlanta,O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name,atis_airfare
all flights from boston to washington dc on november eleventh,all flights from boston to washington dc on november eleventh,O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O B-depart_date.month_name B-depart_date.day_number,atis_flight
flight from nashville to cleveland,flight from nashville to cleveland,O O B-fromloc.city_name O B-toloc.city_name,atis_flight
i would like to see the flights from baltimore to philadelphia please,i would like to see the flights from baltimore to philadelphia please,O O O O O O O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
i want a flight on twa from boston to denver,i want a flight on twa from boston to denver,O O O O O B-airline_code O B-fromloc.city_name O B-toloc.city_name,atis_flight
can you list flights from boston to washington with the lowest one way fares that leave on saturday,can you list flights from boston to washington with the lowest one way fares that leave on saturday,O O O O O B-fromloc.city_name O B-toloc.city_name O O B-cost_relative B-round_trip I-round_trip O O O O B-depart_date.day_name,atis_flight
give me flights that arrive in baltimore from atlanta denver and pittsburgh,give me flights that arrive in baltimore from atlanta denver and pittsburgh,O O O O O O B-toloc.city_name O B-fromloc.city_name B-fromloc.city_name O B-fromloc.city_name,atis_flight
all flights leaving washington dc to san francisco that are first class,all flights leaving washington dc to san francisco that are first class,O O O B-fromloc.city_name B-fromloc.state_code O B-toloc.city_name I-toloc.city_name O O B-class_type I-class_type,atis_flight
i need a flight from baltimore to seattle,i need a flight from baltimore to seattle,O O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
what are the ground transportation services in philadelphia,what are the ground transportation services in philadelphia,O O O O O O O B-city_name,atis_ground_service
what does fare code qo mean,what does fare code qo mean,O O O O B-fare_basis_code O,atis_abbreviation
ground transportation washington,ground transportation washington,O O B-city_name,atis_ground_service
show me the latest flight to love field,show me the latest flight to love field,O O O B-flight_mod O O B-toloc.airport_name I-toloc.airport_name,atis_flight
what airlines fly between boston and atlanta,what airlines fly between boston and atlanta,O O O O B-fromloc.city_name O B-toloc.city_name,atis_airline
what is american's last flight from boston to washington dc on july twenty first,what is american's last flight from boston to washington dc on july twenty first,O O B-airline_name B-flight_mod O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number,atis_flight
show flights from boston to denver on wednesday morning,show flights from boston to denver on wednesday morning,O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day,atis_flight
show me all flights from philadelphia to boston on monday which serve a meal and arrive before noon,show me all flights from philadelphia to boston on monday which serve a meal and arrive before noon,O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O O O B-meal O O B-arrive_time.time_relative B-arrive_time.time,atis_flight
list all daily flights between boston and oakland and between oakland and boston using delta airlines,list all daily flights between boston and oakland and between oakland and boston using delta airlines,O O B-flight_days O O B-fromloc.city_name O B-toloc.city_name O O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name,atis_flight
i need a flight from ontario to los angeles on a thursday,i need a flight from ontario to los angeles on a thursday,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-depart_date.day_name,atis_flight
what are the fares from dallas to san francisco on flight dl 217,what are the fares from dallas to san francisco on flight dl 217,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-airline_code B-flight_number,atis_airfare
what are the flights from montreal to chicago,what are the flights from montreal to chicago,O O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
list daily flights of united airline from denver to baltimore with first class service,list daily flights of united airline from denver to baltimore with first class service,O B-flight_days O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name O B-class_type I-class_type O,atis_flight
is there ground transportation from the atlanta airport to downtown atlanta,is there ground transportation from the atlanta airport to downtown atlanta,O O O O O O B-fromloc.airport_name I-fromloc.airport_name O O B-toloc.city_name,atis_ground_service
please show me early morning flights from atlanta to philadelphia on wednesday,please show me early morning flights from atlanta to philadelphia on wednesday,O O O B-depart_time.period_of_day B-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name,atis_flight
what flights from baltimore to san francisco arrive before 8 pm in san francisco,what flights from baltimore to san francisco arrive before 8 pm in san francisco,O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time O B-toloc.city_name I-toloc.city_name,atis_flight
okay could you get me a round trip ticket from indianapolis to kansas city,okay could you get me a round trip ticket from indianapolis to kansas city,O O O O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_airfare
show me the flights from miami to denver,show me the flights from miami to denver,O O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
what is the earliest flight flying from pittsburgh to atlanta on july fifth,what is the earliest flight flying from pittsburgh to atlanta on july fifth,O O O B-flight_mod O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number,atis_flight
find a flight between denver and oakland the flight should leave in the afternoon and arrive near 5 pm the flight should also be nonstop,find a flight between denver and oakland the flight should leave in the afternoon and arrive near 5 pm the flight should also be nonstop,O O O O B-fromloc.city_name O B-toloc.city_name O O O O O O B-depart_time.period_of_day O O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time O O O O O B-flight_stop,atis_flight
what ground transportation is available in newark,what ground transportation is available in newark,O O O O O O B-city_name,atis_ground_service
i want a flight from philadelphia to dallas with a stop in atlanta,i want a flight from philadelphia to dallas with a stop in atlanta,O O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-stoploc.city_name,atis_flight
i need information on flights from kansas city missouri to salt lake city utah i am interested in only those flights on delta airlines,i need information on flights from kansas city missouri to salt lake city utah i am interested in only those flights on delta airlines,O O O O O O B-fromloc.city_name I-fromloc.city_name B-fromloc.state_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name B-toloc.state_name O O O O O O O O B-airline_name I-airline_name,atis_flight
